page_id,file_id,file_name,file_number,legal_xlm_roberta-0b561,legal_swiss_roberta-0b561,bloomz-7b1,legal_xlm_longformer-0b279,swiss_bert-0b110,mt0-13b,xlm_swiss_bert-0b110
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,,,, Roche
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,,,, Roche
0ce9b37c-e351-4e1a-bc62-373b384d2a81,1073217,CH_BGer_006_6B-397-2020_2020-07-24,6B_397/2020,,,,, Meier Müller,,
0ce9b37c-e351-4e1a-bc62-373b384d2a81,1073217,CH_BGer_006_6B-397-2020_2020-07-24,6B_397/2020,,,,, Meier Müller,,
0ce9b37c-e351-4e1a-bc62-373b384d2a81,1073217,CH_BGer_006_6B-397-2020_2020-07-24,6B_397/2020,,,,, Meier Müller,,
4743e233-2bf9-4023-a21d-7b2b04f1e01b,1068714,CH_BGer_004_4A-517-2019_2019-11-06,4A_517/2019, gmbh,,,,,, A a A a
4fa0a7cd-403f-4aea-8061-dfe7be3c4307,1048259,CH_BGer_001_1B-50-2020_2020-02-04,1B_50/2020,, a b,,,,,
4fa0a7cd-403f-4aea-8061-dfe7be3c4307,1048259,CH_BGer_001_1B-50-2020_2020-02-04,1B_50/2020,, a b,,,,,
4fa0a7cd-403f-4aea-8061-dfe7be3c4307,1048259,CH_BGer_001_1B-50-2020_2020-02-04,1B_50/2020,, a b,,,,,
4fa0a7cd-403f-4aea-8061-dfe7be3c4307,1048259,CH_BGer_001_1B-50-2020_2020-02-04,1B_50/2020,, a b,,,,,
4f9a759f-98de-423a-9d8d-35cd8643f1c3,1084566,CH_BGer_009_9C-303-2021_2021-08-25,9C_303/2021,,,,,,, de Bruxelles
473cfa3a-bf36-46c4-92a6-91c31a669573,965890,CH_BGer_009_9C-446-2021_2021-10-06,9C_446/2021,,,,, Halter Kiosk,,
0c0bd6d4-bc25-4b23-a76d-ab8768ed6813,1039267,CH_BGer_004_4A-611-2018_2019-06-05,4A_611/2018,,,  ar  Arz,,,, A C
04202394-42aa-445d-8671-2ecd0ccb4986,952000,CH_BGer_001_1B-130-2019_2019-03-21,1B_130/2019,,,,, Carlo Andrea,,
28f96c50-fb27-4fa8-92e9-a0cc1d37f382,1089011,CH_BGer_008_8C-763-2018_2019-07-05,8C_763/2018,,,  person  PrS,,,,
28f96c50-fb27-4fa8-92e9-a0cc1d37f382,1089011,CH_BGer_008_8C-763-2018_2019-07-05,8C_763/2018,,,  person  PrS,,,,
28f96c50-fb27-4fa8-92e9-a0cc1d37f382,1089011,CH_BGer_008_8C-763-2018_2019-07-05,8C_763/2018,,,  person  PrS,,,,
44ac6151-0fba-465a-93b5-b3f9a2c8fe98,1045072,CH_BGer_004_4A-406-2019_2020-02-20,4A_406/2019,, la a,,,,, Allianz
44ac6151-0fba-465a-93b5-b3f9a2c8fe98,1045072,CH_BGer_004_4A-406-2019_2020-02-20,4A_406/2019,, la a,,,,, Allianz
447dc680-ed7b-4b86-baaf-710dbda01d99,999479,CH_BGer_001_1B-559-2021_2022-01-17,1B_559/2021,,,,, Swatch Rolex,,
447dc680-ed7b-4b86-baaf-710dbda01d99,999479,CH_BGer_001_1B-559-2021_2022-01-17,1B_559/2021,,,,, Swatch Rolex,,
04202394-42aa-445d-8671-2ecd0ccb4986,952000,CH_BGer_001_1B-130-2019_2019-03-21,1B_130/2019,,,,, Carlo Andrea,,
04202394-42aa-445d-8671-2ecd0ccb4986,952000,CH_BGer_001_1B-130-2019_2019-03-21,1B_130/2019,,,,, Carlo Andrea,,
5269d534-8683-449b-8cdb-650a3eeac0e1,954061,CH_BGer_008_8C-737-2018_2019-04-17,8C_737/2018,,,  person  Urs,,,,
14c1e8e9-4e69-4b84-b096-4497770308a2,1081376,CH_BGer_009_9C-131-2020_2021-02-05,9C_131/2020,,,,,,, Monsieur A J
14c1e8e9-4e69-4b84-b096-4497770308a2,1081376,CH_BGer_009_9C-131-2020_2021-02-05,9C_131/2020,,,,,,, Monsieur A J
28f96c50-fb27-4fa8-92e9-a0cc1d37f382,1089011,CH_BGer_008_8C-763-2018_2019-07-05,8C_763/2018,,,  person  PrS,,,,
4743e233-2bf9-4023-a21d-7b2b04f1e01b,1068714,CH_BGer_004_4A-517-2019_2019-11-06,4A_517/2019, gmbh,,,,,, A a A a
0c0bd6d4-bc25-4b23-a76d-ab8768ed6813,1039267,CH_BGer_004_4A-611-2018_2019-06-05,4A_611/2018,,,  ar  Arz,,,, A C
0c0bd6d4-bc25-4b23-a76d-ab8768ed6813,1039267,CH_BGer_004_4A-611-2018_2019-06-05,4A_611/2018,,,  ar  Arz,,,, A C
49d80e11-14f0-4431-8862-63c2a7a4fb1a,1052183,CH_BGer_008_8C-53-2019_2019-05-09,8C_53/2019,,,  Erst,, Bühler,,
218d6c6a-ed66-440e-9bbd-dc7d2cabdca4,1109006,CH_BGer_002_2C-512-2019_2019-11-21,2C_512/2019,,,  person  BGB,,,,
218d6c6a-ed66-440e-9bbd-dc7d2cabdca4,1109006,CH_BGer_002_2C-512-2019_2019-11-21,2C_512/2019,,,  person  BGB,,,,
49d80e11-14f0-4431-8862-63c2a7a4fb1a,1052183,CH_BGer_008_8C-53-2019_2019-05-09,8C_53/2019,,,  Erst,, Bühler,,
218d6c6a-ed66-440e-9bbd-dc7d2cabdca4,1109006,CH_BGer_002_2C-512-2019_2019-11-21,2C_512/2019,,,  person  BGB,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,, S M A,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,, S M A,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,, S M A,,
218d6c6a-ed66-440e-9bbd-dc7d2cabdca4,1109006,CH_BGer_002_2C-512-2019_2019-11-21,2C_512/2019,,,  person  BGB,,,,
42c97d0f-06d7-45de-9bd4-e60c573ffc7f,986728,CH_BGer_002_2C-6-2020_2020-01-22,2C_6/2020,,,  Mas  Masse,,,,
42c97d0f-06d7-45de-9bd4-e60c573ffc7f,986728,CH_BGer_002_2C-6-2020_2020-01-22,2C_6/2020,,,  Mas  Masse,,,,
42c97d0f-06d7-45de-9bd4-e60c573ffc7f,986728,CH_BGer_002_2C-6-2020_2020-01-22,2C_6/2020,,,  Mas  Masse,,,,
42c97d0f-06d7-45de-9bd4-e60c573ffc7f,986728,CH_BGer_002_2C-6-2020_2020-01-22,2C_6/2020,,,  Mas  Masse,,,,
55a8f381-1561-4d5e-a29f-396c9a106aaf,1046483,CH_BGer_004_4A-607-2018_2019-06-17,4A_607/2018,,,  Sagl,,,,
4205509b-3448-478b-be38-3975228b065f,1041302,CH_BGer_002_2C-1073-2018_2019-12-20,2C_1073/2018,,,,, C A F D E M,,
4205509b-3448-478b-be38-3975228b065f,1041302,CH_BGer_002_2C-1073-2018_2019-12-20,2C_1073/2018,,,,, C A F D E M,,
04cc2a9a-2fc9-4140-afc9-211f651a9426,1084229,CH_BGer_005_5A-159-2022_2022-03-08,5A_159/2022,,,,, le La,, le La
3d476e70-037a-412d-bc61-0eb885e1c3c0,1088982,CH_BGer_004_4D-58-2020_2020-11-23,4D_58/2020,,,,, C M C M,, J R
5c534d8e-191e-49f9-9b96-30c34b37799a,1035107,CH_BGer_002_2C-536-2019_2020-01-06,2C_536/2019,,,  Ers,,,,
4b023712-4d29-46aa-b90a-9871793e0164,1018702,CH_BGer_005_5A-278-2021_2021-10-07,5A_278/2021,,,,, B C D C B M,,
5ee34f39-63a5-4eaa-9e99-017319371159,991735,CH_BGer_005_5A-180-2021_2021-03-09,5A_180/2021,, vater,,,,,
4b023712-4d29-46aa-b90a-9871793e0164,1018702,CH_BGer_005_5A-278-2021_2021-10-07,5A_278/2021,,,,, B C D C B M,,
0502c92e-d7d4-470e-8b55-9d1378ce6adc,1008056,CH_BGer_004_4A-359-2019_2019-08-14,4A_359/2019,,,,, Naef Dupont,,
0502c92e-d7d4-470e-8b55-9d1378ce6adc,1008056,CH_BGer_004_4A-359-2019_2019-08-14,4A_359/2019,,,,, Naef Dupont,,
486505e5-6589-4480-b9eb-68c1704e2b1d,996242,CH_BGer_001_1B-116-2020_2020-05-20,1B_116/2020, aa,,,, Trust CS,,
486505e5-6589-4480-b9eb-68c1704e2b1d,996242,CH_BGer_001_1B-116-2020_2020-05-20,1B_116/2020, aa,,,, Trust CS,,
485af553-ad5d-4f52-90ac-cac9d33c3f4c,1108046,CH_BGer_005_5A-749-2020_2020-09-25,5A_749/2020, aa,,,, Bertschi,,
485af553-ad5d-4f52-90ac-cac9d33c3f4c,1108046,CH_BGer_005_5A-749-2020_2020-09-25,5A_749/2020, aa,,,, Bertschi,,
26077c07-aecb-4df1-beee-f4e89990caa2,959194,CH_BGer_001_1B-157-2021_2021-03-31,1B_157/2021,,,,,,, A a A a a B
26077c07-aecb-4df1-beee-f4e89990caa2,959194,CH_BGer_001_1B-157-2021_2021-03-31,1B_157/2021,,,,,,, A a A a a B
27c9b192-248a-4541-a79c-a000b2b7e221,1073192,CH_BGer_005_5A-270-2019_2019-04-02,5A_270/2019,,,  Anna-Maria,,,,
325673f0-2bb8-4226-bf71-f3ade544d1d3,1005144,CH_BGer_001_1B-80-2020_2020-03-13,1B_80/2020,,,,, C A B M C A,,
6f6ea1d0-7c78-4926-ba32-d47638a48d99,981166,CH_BGer_005_5A-235-2021_2021-04-26,5A_235/2021,, vater,,,,,
325673f0-2bb8-4226-bf71-f3ade544d1d3,1005144,CH_BGer_001_1B-80-2020_2020-03-13,1B_80/2020,,,,, C A B M C A,,
85dba3a8-59d3-45be-bf7e-6e42fb409fde,992431,CH_BGer_004_4A-461-2021_2021-10-27,4A_461/2021,,,  BGB, zurich,,,
24b03bab-914d-4eb8-84d0-c7f5f9b6e884,970513,CH_BGer_011_6B-1190-2020_2020-11-25,6B_1190/2020,,,,,  a A,,
24b03bab-914d-4eb8-84d0-c7f5f9b6e884,970513,CH_BGer_011_6B-1190-2020_2020-11-25,6B_1190/2020,,,,,  a A,,
27c9b192-248a-4541-a79c-a000b2b7e221,1073192,CH_BGer_005_5A-270-2019_2019-04-02,5A_270/2019,,,  Anna-Maria,,,,
0c6760f9-70b3-4500-984a-ecd7c49975d6,1066078,CH_BGer_009_9C-789-2019_2019-12-12,9C_789/2019,, a b,,, a A a A,,
0c6760f9-70b3-4500-984a-ecd7c49975d6,1066078,CH_BGer_009_9C-789-2019_2019-12-12,9C_789/2019,, a b,,, a A a A,,
0c6760f9-70b3-4500-984a-ecd7c49975d6,1066078,CH_BGer_009_9C-789-2019_2019-12-12,9C_789/2019,, a b,,, a A a A,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
7bd3dee0-5787-425d-bda0-4cd713b22249,1088538,CH_BGer_008_8C-693-2020_2021-07-26,8C_693/2020,,,,,,, Mutter Frau
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
015a7d00-b830-43a2-9a94-5221f61bec99,1048220,CH_BGer_001_1B-117-2019_2019-03-12,1B_117/2019,,,,, a A,, A B B b
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e40defb-4a96-40b9-9ded-421ac81ad111,954909,CH_BGer_011_6B-700-2019_2019-07-08,6B_700/2019, lui, lui,, lui,,,
0e7298dc-883a-4c2f-b8c6-a9ca9385ed7a,984733,CH_BGer_006_6B-1427-2019_2020-03-13,6B_1427/2019, aa,,,, Vontobel,,
0e7298dc-883a-4c2f-b8c6-a9ca9385ed7a,984733,CH_BGer_006_6B-1427-2019_2020-03-13,6B_1427/2019, aa,,,, Vontobel,,
0e7298dc-883a-4c2f-b8c6-a9ca9385ed7a,984733,CH_BGer_006_6B-1427-2019_2020-03-13,6B_1427/2019, aa,,,, Vontobel,,
27c9b192-248a-4541-a79c-a000b2b7e221,1073192,CH_BGer_005_5A-270-2019_2019-04-02,5A_270/2019,,,  Anna-Maria,,,,
2f8caff8-241d-4abd-a6d5-09accb3ffab1,1105451,CH_BGer_001_1B-424-2019_2019-10-30,1B_424/2019,,,,, Wald Halter,,
2f8caff8-241d-4abd-a6d5-09accb3ffab1,1105451,CH_BGer_001_1B-424-2019_2019-10-30,1B_424/2019,,,,, Wald Halter,,
27c9b192-248a-4541-a79c-a000b2b7e221,1073192,CH_BGer_005_5A-270-2019_2019-04-02,5A_270/2019,,,  Anna-Maria,,,,
2d9ee6f2-b7e9-472a-8392-4811e0b9e7a1,1065747,CH_BGer_002_2C-294-2019_2019-04-04,2C_294/2019,,,  Prase, a ng,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
2d9ee6f2-b7e9-472a-8392-4811e0b9e7a1,1065747,CH_BGer_002_2C-294-2019_2019-04-04,2C_294/2019,,,  Prase, a ng,,,
2d9ee6f2-b7e9-472a-8392-4811e0b9e7a1,1065747,CH_BGer_002_2C-294-2019_2019-04-04,2C_294/2019,,,  Prase, a ng,,,
2d9ee6f2-b7e9-472a-8392-4811e0b9e7a1,1065747,CH_BGer_002_2C-294-2019_2019-04-04,2C_294/2019,,,  Prase, a ng,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
0ce6d5ec-dcc9-4733-9ae3-7191e1365943,1103154,CH_BGer_001_1C-237-2019_2019-05-17,1C_237/2019,,,  Karlen,,,,
1626e028-9b0a-497b-8ce9-248243eb4b0d,1070047,CH_BGer_005_5A-48-2021_2021-02-01,5A_48/2021,,,,, F A B C O G,,
6af303a0-033c-4cc2-8442-5b5f6f4714e0,996670,CH_BGer_006_6B-1514-2021_2022-02-02,6B_1514/2021,,,,,,, Bank
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
35d4adce-2ead-4e4d-bfe5-cedac13007e7,990780,CH_BGer_006_6B-281-2021_2021-11-03,6B_281/2021, e c e c,,,,,,
35d4adce-2ead-4e4d-bfe5-cedac13007e7,990780,CH_BGer_006_6B-281-2021_2021-11-03,6B_281/2021, e c e c,,,,,,
35d4adce-2ead-4e4d-bfe5-cedac13007e7,990780,CH_BGer_006_6B-281-2021_2021-11-03,6B_281/2021, e c e c,,,,,,
35d4adce-2ead-4e4d-bfe5-cedac13007e7,990780,CH_BGer_006_6B-281-2021_2021-11-03,6B_281/2021, e c e c,,,,,,
1626e028-9b0a-497b-8ce9-248243eb4b0d,1070047,CH_BGer_005_5A-48-2021_2021-02-01,5A_48/2021,,,,, F A B C O G,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
1734abd8-d968-4f2e-bc24-005bf088081e,1090064,CH_BGer_006_6B-144-2019_2019-05-17,6B_144/2019,,,,, a A a A a A,,
64e50a1c-2dc9-498e-9226-ea5a975efff6,951751,CH_BGer_002_2C-786-2021_2021-10-06,2C_786/2021,,,  Mas  Masse,,,,
1734abd8-d968-4f2e-bc24-005bf088081e,1090064,CH_BGer_006_6B-144-2019_2019-05-17,6B_144/2019,,,,, a A a A a A,,
92a8b145-b66d-41c7-bec6-d92abe4d8069,1017429,CH_BGer_005_5A-201-2020_2020-03-30,5A_201/2020,, vater,,,,,
1b531873-5523-4507-b93e-9b43e6d01b24,1016176,CH_BGer_004_4A-19-2019_2019-01-25,4A_19/2019,,,  AG,,,,
1b531873-5523-4507-b93e-9b43e6d01b24,1016176,CH_BGer_004_4A-19-2019_2019-01-25,4A_19/2019,,,  AG,,,,
1b531873-5523-4507-b93e-9b43e6d01b24,1016176,CH_BGer_004_4A-19-2019_2019-01-25,4A_19/2019,,,  AG,,,,
1b531873-5523-4507-b93e-9b43e6d01b24,1016176,CH_BGer_004_4A-19-2019_2019-01-25,4A_19/2019,,,  AG,,,,
16c475a5-11a6-4e60-ae24-8bb99f1fd173,1068543,CH_BGer_002_2C-563-2021_2021-07-27,2C_563/2021,,,,,,, Frau Person
16c475a5-11a6-4e60-ae24-8bb99f1fd173,1068543,CH_BGer_002_2C-563-2021_2021-07-27,2C_563/2021,,,,,,, Frau Person
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
1da1b8ba-753f-4c5b-b858-cccde535af2a,1078375,CH_BGer_001_1C-516-2019_2019-10-22,1C_516/2019,,,  rita,,,,
1df26d40-4957-4419-92fb-31c52cc06180,1062030,CH_BGer_009_9C-215-2019_2019-04-01,9C_215/2019,,,,, B H B S S H,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
1da1b8ba-753f-4c5b-b858-cccde535af2a,1078375,CH_BGer_001_1C-516-2019_2019-10-22,1C_516/2019,,,  rita,,,,
1da1b8ba-753f-4c5b-b858-cccde535af2a,1078375,CH_BGer_001_1C-516-2019_2019-10-22,1C_516/2019,,,  rita,,,,
1da1b8ba-753f-4c5b-b858-cccde535af2a,1078375,CH_BGer_001_1C-516-2019_2019-10-22,1C_516/2019,,,  rita,,,,
1df26d40-4957-4419-92fb-31c52cc06180,1062030,CH_BGer_009_9C-215-2019_2019-04-01,9C_215/2019,,,,, B H B S S H,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
0b66a9d5-2ae2-4194-9613-b92f28ac8dbd,1047268,CH_BGer_004_4A-389-2020_2021-05-18,4A_389/2020, allianz,,,,,,
44933dd7-f7ad-4ce8-89c8-6660f674def8,1105674,CH_BGer_001_1C-246-2020_2021-02-04,1C_246/2020,,,,, Coop,,
4c45a986-99ef-4aaa-8c4a-cff6256272d6,1025418,CH_BGer_004_4A-532-2018_2019-12-16,4A_532/2018, aa,,,, Y B,,
1b65e55b-b74e-46a6-924b-dce67acb825d,1035091,CH_BGer_006_6B-1185-2018_2019-01-14,6B_1185/2018,,,, geneve, F M,,
4dbdb0b2-e0bc-40fa-85b3-161820309012,1091842,CH_BGer_005_5A-800-2019_2021-02-09,5A_800/2019, aa, ehemann,,,,,
1b65e55b-b74e-46a6-924b-dce67acb825d,1035091,CH_BGer_006_6B-1185-2018_2019-01-14,6B_1185/2018,,,, geneve, F M,,
44933dd7-f7ad-4ce8-89c8-6660f674def8,1105674,CH_BGer_001_1C-246-2020_2021-02-04,1C_246/2020,,,,, Coop,,
50cade73-c17d-44b6-b313-b840d26c12e9,1103982,CH_BGer_005_5A-522-2020_2021-01-26,5A_522/2020,,,  la Suisse,,,,
2935f5e7-ed04-4b99-a2f3-8764fd016596,1071232,CH_BGer_005_5A-982-2018_2019-01-11,5A_982/2018, mutter,,,, a A,,
2935f5e7-ed04-4b99-a2f3-8764fd016596,1071232,CH_BGer_005_5A-982-2018_2019-01-11,5A_982/2018, mutter,,,, a A,,
4dbdb0b2-e0bc-40fa-85b3-161820309012,1091842,CH_BGer_005_5A-800-2019_2021-02-09,5A_800/2019, aa, ehemann,,,,,
4dbdb0b2-e0bc-40fa-85b3-161820309012,1091842,CH_BGer_005_5A-800-2019_2021-02-09,5A_800/2019, aa, ehemann,,,,,
4c45a986-99ef-4aaa-8c4a-cff6256272d6,1025418,CH_BGer_004_4A-532-2018_2019-12-16,4A_532/2018, aa,,,, Y B,,
22400798-5c62-4661-b534-097b432f1878,973876,CH_BGer_009_9C-715-2018_2019-04-05,9C_715/2018,,,  Prono,,,,
8b5af9b4-f19d-4df8-bd05-00d46728535b,1003617,CH_BGer_006_6B-944-2021_2021-09-21,6B_944/2021,,,,,,, von Walter
0502c92e-d7d4-470e-8b55-9d1378ce6adc,1008056,CH_BGer_004_4A-359-2019_2019-08-14,4A_359/2019,,,,,,, Coop Delta
24029285-cda9-49ff-b4d4-24be5cc64ff6,980386,CH_BGer_005_5A-47-2020_2020-05-06,5A_47/2020,,,,, Immobilien,,
24029285-cda9-49ff-b4d4-24be5cc64ff6,980386,CH_BGer_005_5A-47-2020_2020-05-06,5A_47/2020,,,,, Immobilien,,
43ed8406-f928-43e6-b923-f3009db1c998,1111421,CH_BGer_006_6B-819-2020_2020-07-09,6B_819/2020,,,,, a A,,
43ed8406-f928-43e6-b923-f3009db1c998,1111421,CH_BGer_006_6B-819-2020_2020-07-09,6B_819/2020,,,,, a A,,
22400798-5c62-4661-b534-097b432f1878,973876,CH_BGer_009_9C-715-2018_2019-04-05,9C_715/2018,,,  Prono,,,,
22400798-5c62-4661-b534-097b432f1878,973876,CH_BGer_009_9C-715-2018_2019-04-05,9C_715/2018,,,  Prono,,,,
22400798-5c62-4661-b534-097b432f1878,973876,CH_BGer_009_9C-715-2018_2019-04-05,9C_715/2018,,,  Prono,,,,
1b46b9ae-8968-4dad-9b82-89bd0e7bdcc8,1076914,CH_BGer_005_5A-148-2020_2020-02-25,5A_148/2020,, vater,, c fu,,,
1b46b9ae-8968-4dad-9b82-89bd0e7bdcc8,1076914,CH_BGer_005_5A-148-2020_2020-02-25,5A_148/2020,, vater,, c fu,,,
0502c92e-d7d4-470e-8b55-9d1378ce6adc,1008056,CH_BGer_004_4A-359-2019_2019-08-14,4A_359/2019,,,,,,, Coop Delta
1b46b9ae-8968-4dad-9b82-89bd0e7bdcc8,1076914,CH_BGer_005_5A-148-2020_2020-02-25,5A_148/2020,, vater,, c fu,,,
1b46b9ae-8968-4dad-9b82-89bd0e7bdcc8,1076914,CH_BGer_005_5A-148-2020_2020-02-25,5A_148/2020,, vater,, c fu,,,
4dbdb0b2-e0bc-40fa-85b3-161820309012,1091842,CH_BGer_005_5A-800-2019_2021-02-09,5A_800/2019, aa, ehemann,,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
24068acd-f19f-4bee-bf3c-7f00c81213c1,964744,CH_BGer_006_6B-1111-2021_2021-09-29,6B_1111/2021, aa,,,, M A,, Bau
47a8494d-0234-4350-865e-20499d2a945b,1003320,CH_BGer_006_6B-401-2022_2022-04-21,6B_401/2022,,,,, a A,,
47a8494d-0234-4350-865e-20499d2a945b,1003320,CH_BGer_006_6B-401-2022_2022-04-21,6B_401/2022,,,,, a A,,
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,, B C,,
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,, B C,,
0fde2755-8796-40a9-a81d-cf9d3fc7844b,970196,CH_BGer_011_6B-57-2019_2019-02-26,6B_57/2019,,,  denys,, a A,,
0fde2755-8796-40a9-a81d-cf9d3fc7844b,970196,CH_BGer_011_6B-57-2019_2019-02-26,6B_57/2019,,,  denys,, a A,,
1e2eb5a3-b4a3-46a4-ad06-cbc67483935e,1063145,CH_BGer_002_2C-448-2020_2020-09-29,2C_448/2020,,,,, Bühler Bau,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
1e2eb5a3-b4a3-46a4-ad06-cbc67483935e,1063145,CH_BGer_002_2C-448-2020_2020-09-29,2C_448/2020,,,,, Bühler Bau,,
24e40be3-4f87-41dc-a1c1-1c3e6256c867,1040475,CH_BGer_005_5A-518-2020_2020-10-22,5A_518/2020,,,,,,, Immobilien
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
24e40be3-4f87-41dc-a1c1-1c3e6256c867,1040475,CH_BGer_005_5A-518-2020_2020-10-22,5A_518/2020,,,,,,, Immobilien
86db8020-534f-430e-8cd8-f94dd7f0f260,981734,CH_BGer_009_9C-814-2019_2020-09-10,9C_814/2019,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
057c7f6b-52f4-409f-a319-04c72ff0e05f,1013152,CH_BGer_002_2C-99-2021_2021-11-10,2C_99/2021,,,  la Suisse,,,,
