page_id,file_id,file_name,file_number,legal_xlm_roberta-0b279,legal_xlm_roberta-0b561,legal_swiss_roberta-0b279,legal_swiss_roberta-0b561,bloomz-7b1,bloomz-1b1,legal_xlm_longformer-0b279,swiss_bert-0b110,mt0-13b,xlm_swiss_bert-0b110
1ae70ce9-37a9-4234-bb47-ca1439a419b7,954785,CH_BGer_005_5A-726-2019_2020-11-12,5A_726/2019,,,,,  person,,,,,
1ae70ce9-37a9-4234-bb47-ca1439a419b7,954785,CH_BGer_005_5A-726-2019_2020-11-12,5A_726/2019,,,,,  person,,,,,
1ae70ce9-37a9-4234-bb47-ca1439a419b7,954785,CH_BGer_005_5A-726-2019_2020-11-12,5A_726/2019,,,,,  person,,,,,
1ae0ff27-1d40-4b2c-aef7-4820112845a2,1096628,CH_BGer_006_6B-110-2020_2020-10-01,6B_110/2020,,,,,  person,,,,,
1ae0ff27-1d40-4b2c-aef7-4820112845a2,1096628,CH_BGer_006_6B-110-2020_2020-10-01,6B_110/2020,,,,,  person,,,,,
1ae0ff27-1d40-4b2c-aef7-4820112845a2,1096628,CH_BGer_006_6B-110-2020_2020-10-01,6B_110/2020,,,,,  person,,,,,
1ae0ff27-1d40-4b2c-aef7-4820112845a2,1096628,CH_BGer_006_6B-110-2020_2020-10-01,6B_110/2020,,,,,  person,,,,,
1ad9b86f-3b62-4333-ae93-0af6dbfb3c1f,1039233,CH_BGer_006_6B-958-2020_2021-03-22,6B_958/2020,,,,,  person,,,,,
1ad9b86f-3b62-4333-ae93-0af6dbfb3c1f,1039233,CH_BGer_006_6B-958-2020_2021-03-22,6B_958/2020,,,,,  person,,,,,
1ad9b86f-3b62-4333-ae93-0af6dbfb3c1f,1039233,CH_BGer_006_6B-958-2020_2021-03-22,6B_958/2020,,,,,  person,,,,,
1a7a0463-1d9c-428a-b8f7-58695493a539,1046667,CH_BGer_009_9C-553-2020_2021-01-13,9C_553/2020,,,,,  person,,,,,
000c36a5-43af-4087-891e-20a793f22dc4,1044663,CH_BGer_001_1C-268-2018_2019-07-12,1C_268/2018,,,,,  person,,,,,
15e69ea8-fcc4-472e-ba7b-cecee5b5fe6b,952575,CH_BGer_001_1B-168-2022_2022-04-12,1B_168/2022,,,,,  person,,,,,
19ef395b-c1ef-434d-bc4f-a92aaf1d6fa0,991401,CH_BGer_005_5A-276-2021_2021-09-29,5A_276/2021,,,,,  person,,,,,
17b1b8b0-57cd-417a-b699-2fd831f83496,1109738,CH_BGer_005_5A-816-2019_2021-06-25,5A_816/2019,,,,,  person,,,,,
17b1b8b0-57cd-417a-b699-2fd831f83496,1109738,CH_BGer_005_5A-816-2019_2021-06-25,5A_816/2019,,,,,  person,,,,,
17b1b8b0-57cd-417a-b699-2fd831f83496,1109738,CH_BGer_005_5A-816-2019_2021-06-25,5A_816/2019,,,,,  person,,,,,
17b1b8b0-57cd-417a-b699-2fd831f83496,1109738,CH_BGer_005_5A-816-2019_2021-06-25,5A_816/2019,,,,,  person,,,,,
19ef395b-c1ef-434d-bc4f-a92aaf1d6fa0,991401,CH_BGer_005_5A-276-2021_2021-09-29,5A_276/2021,,,,,  person,,,,,
199f6c4c-86fd-4223-bfe0-8d3e20a9d4c7,989575,CH_BGer_006_6B-24-2019_2019-10-03,6B_24/2019,,,,,  person,,,,,
199f6c4c-86fd-4223-bfe0-8d3e20a9d4c7,989575,CH_BGer_006_6B-24-2019_2019-10-03,6B_24/2019,,,,,  person,,,,,
199f6c4c-86fd-4223-bfe0-8d3e20a9d4c7,989575,CH_BGer_006_6B-24-2019_2019-10-03,6B_24/2019,,,,,  person,,,,,
199f6c4c-86fd-4223-bfe0-8d3e20a9d4c7,989575,CH_BGer_006_6B-24-2019_2019-10-03,6B_24/2019,,,,,  person,,,,,
18eb8af7-6b5b-4828-aeaa-41120ec9c4c7,967246,CH_BGer_001_1B-419-2021_2021-08-13,1B_419/2021, a c,,,,,,, a A,,
18eb8af7-6b5b-4828-aeaa-41120ec9c4c7,967246,CH_BGer_001_1B-419-2021_2021-08-13,1B_419/2021, a c,,,,,,, a A,,
18e7c044-f169-43bd-82d9-cad1467cb4e5,986207,CH_BGer_002_2C-283-2021_2021-09-30,2C_283/2021,,,,,  person,,,,,
17d6469f-d562-4c51-bfa3-6cde0bba7fe0,1011055,CH_BGer_002_2C-824-2019_2020-01-31,2C_824/2019,,,,,  person,,,,,
17d6469f-d562-4c51-bfa3-6cde0bba7fe0,1011055,CH_BGer_002_2C-824-2019_2020-01-31,2C_824/2019,,,,,  person,,,,,
17d6469f-d562-4c51-bfa3-6cde0bba7fe0,1011055,CH_BGer_002_2C-824-2019_2020-01-31,2C_824/2019,,,,,  person,,,,,
17d6469f-d562-4c51-bfa3-6cde0bba7fe0,1011055,CH_BGer_002_2C-824-2019_2020-01-31,2C_824/2019,,,,,  person,,,,,
18e7c044-f169-43bd-82d9-cad1467cb4e5,986207,CH_BGer_002_2C-283-2021_2021-09-30,2C_283/2021,,,,,  person,,,,,
18e7c044-f169-43bd-82d9-cad1467cb4e5,986207,CH_BGer_002_2C-283-2021_2021-09-30,2C_283/2021,,,,,  person,,,,,
18e7c044-f169-43bd-82d9-cad1467cb4e5,986207,CH_BGer_002_2C-283-2021_2021-09-30,2C_283/2021,,,,,  person,,,,,
18bcafeb-e0cb-4e73-a3cd-90a2986f6828,1027512,CH_BGer_006_6B-127-2020_2021-07-20,6B_127/2020,,,,,  person,,,,,
18bcafeb-e0cb-4e73-a3cd-90a2986f6828,1027512,CH_BGer_006_6B-127-2020_2021-07-20,6B_127/2020,,,,,  person,,,,,
18bcafeb-e0cb-4e73-a3cd-90a2986f6828,1027512,CH_BGer_006_6B-127-2020_2021-07-20,6B_127/2020,,,,,  person,,,,,
18bcafeb-e0cb-4e73-a3cd-90a2986f6828,1027512,CH_BGer_006_6B-127-2020_2021-07-20,6B_127/2020,,,,,  person,,,,,
9528c13d-fdea-40a7-a1b8-34b4d0faef73,965205,CH_BGer_009_9C-679-2020_2021-02-09,9C_679/2020,,,,,  person,,,,,
953909b2-c6af-4d58-afa5-28991b67a49e,1059084,CH_BGer_008_8C-336-2021_2021-11-25,8C_336/2021,,,,,  person,,,,,
9541e5cf-984f-44b3-b5e7-8989d8962a1d,965745,CH_BGer_008_8C-602-2019_2019-10-29,8C_602/2019,,,,,  person,,,,,
9579cdb5-8a61-4b72-bc3f-955cc914caed,1035744,CH_BGer_001_1F-6-2021_2021-03-01,1F_6/2021,,,,,  person,,,,,
19ef395b-c1ef-434d-bc4f-a92aaf1d6fa0,991401,CH_BGer_005_5A-276-2021_2021-09-29,5A_276/2021,,,,,  person,,,,,
19ef395b-c1ef-434d-bc4f-a92aaf1d6fa0,991401,CH_BGer_005_5A-276-2021_2021-09-29,5A_276/2021,,,,,  person,,,,,
000c36a5-43af-4087-891e-20a793f22dc4,1044663,CH_BGer_001_1C-268-2018_2019-07-12,1C_268/2018,,,,,  person,,,,,
19f4bc04-1d21-4f9e-b367-bcfc187e327e,1109363,CH_BGer_006_6B-442-2021_2021-09-30,6B_442/2021,,,,,  person,,,,,
948d4286-0416-427e-ae25-429a8a5f7d85,992917,CH_BGer_006_6B-722-2021_2021-09-29,6B_722/2021,,,,,  person,,,,,
1a6125b7-82d4-4228-9154-c6c3e1eba809,1058401,CH_BGer_002_2C-216-2020_2020-04-24,2C_216/2020,,,,,  person,,,,,
1a6125b7-82d4-4228-9154-c6c3e1eba809,1058401,CH_BGer_002_2C-216-2020_2020-04-24,2C_216/2020,,,,,  person,,,,,
1a6125b7-82d4-4228-9154-c6c3e1eba809,1058401,CH_BGer_002_2C-216-2020_2020-04-24,2C_216/2020,,,,,  person,,,,,
176beb3a-2e92-418d-9a1c-786db7f55f09,1025014,CH_BGer_008_8C-302-2020_2020-06-24,8C_302/2020,,,,,  person,,,,,
176beb3a-2e92-418d-9a1c-786db7f55f09,1025014,CH_BGer_008_8C-302-2020_2020-06-24,8C_302/2020,,,,,  person,,,,,
176beb3a-2e92-418d-9a1c-786db7f55f09,1025014,CH_BGer_008_8C-302-2020_2020-06-24,8C_302/2020,,,,,  person,,,,,
176beb3a-2e92-418d-9a1c-786db7f55f09,1025014,CH_BGer_008_8C-302-2020_2020-06-24,8C_302/2020,,,,,  person,,,,,
1774ce67-d31e-4ce8-8afc-c9a7f65961fa,1091678,CH_BGer_006_6B-825-2019_2021-05-06,6B_825/2019,,,,,  person,,,,,
1774ce67-d31e-4ce8-8afc-c9a7f65961fa,1091678,CH_BGer_006_6B-825-2019_2021-05-06,6B_825/2019,,,,,  person,,,,,
1774ce67-d31e-4ce8-8afc-c9a7f65961fa,1091678,CH_BGer_006_6B-825-2019_2021-05-06,6B_825/2019,,,,,  person,,,,,
1774ce67-d31e-4ce8-8afc-c9a7f65961fa,1091678,CH_BGer_006_6B-825-2019_2021-05-06,6B_825/2019,,,,,  person,,,,,
17763965-3645-4ff4-92c5-5d5b746213ff,1072981,CH_BGer_001_1B-403-2021_2022-01-13,1B_403/2021,,,,,  person,,,,,
17763965-3645-4ff4-92c5-5d5b746213ff,1072981,CH_BGer_001_1B-403-2021_2022-01-13,1B_403/2021,,,,,  person,,,,,
17763965-3645-4ff4-92c5-5d5b746213ff,1072981,CH_BGer_001_1B-403-2021_2022-01-13,1B_403/2021,,,,,  person,,,,,
17763965-3645-4ff4-92c5-5d5b746213ff,1072981,CH_BGer_001_1B-403-2021_2022-01-13,1B_403/2021,,,,,  person,,,,,
94ba9bcf-e7f0-4ebe-a979-f2920c8399f1,1111972,CH_BGer_006_6B-91-2021_2021-06-30,6B_91/2021,,,,,  person,,,,,
94fafaee-6ec5-4c2c-be65-f58f81186400,1080642,CH_BGer_002_2C-11-2020_2020-01-23,2C_11/2020,,,,,  person,,,,,
177e663b-3569-4dc5-8ba4-bbf00c76f6fc,1012015,CH_BGer_006_6B-908-2018_2019-10-07,6B_908/2018,,,,,  person,,,,,
177e663b-3569-4dc5-8ba4-bbf00c76f6fc,1012015,CH_BGer_006_6B-908-2018_2019-10-07,6B_908/2018,,,,,  person,,,,,
1a2463fa-ccba-439e-9962-08f961659dac,1067750,CH_BGer_009_9C-636-2021_2022-04-11,9C_636/2021,,,,,  person,,,,,
1a2463fa-ccba-439e-9962-08f961659dac,1067750,CH_BGer_009_9C-636-2021_2022-04-11,9C_636/2021,,,,,  person,,,,,
1a2463fa-ccba-439e-9962-08f961659dac,1067750,CH_BGer_009_9C-636-2021_2022-04-11,9C_636/2021,,,,,  person,,,,,
1a2463fa-ccba-439e-9962-08f961659dac,1067750,CH_BGer_009_9C-636-2021_2022-04-11,9C_636/2021,,,,,  person,,,,,
19f4bc04-1d21-4f9e-b367-bcfc187e327e,1109363,CH_BGer_006_6B-442-2021_2021-09-30,6B_442/2021,,,,,  person,,,,,
19f4bc04-1d21-4f9e-b367-bcfc187e327e,1109363,CH_BGer_006_6B-442-2021_2021-09-30,6B_442/2021,,,,,  person,,,,,
19f4bc04-1d21-4f9e-b367-bcfc187e327e,1109363,CH_BGer_006_6B-442-2021_2021-09-30,6B_442/2021,,,,,  person,,,,,
924ade99-8aa9-4f74-926d-4dea3c1f461e,1035253,CH_BGer_006_6B-710-2020_2020-11-16,6B_710/2020,,,,,  person,,,,,
92432768-a98e-4b6b-ba2a-a1edce2529c5,1016281,CH_BGer_001_1B-541-2020_2020-11-09,1B_541/2020,,,,,  person,,,,,
92348b1d-843e-422c-a0cc-8501e20195af,978521,CH_BGer_001_1B-402-2021_2021-08-03,1B_402/2021,,,,,  person,,,,,
8eddc852-afbe-4a1a-a0b8-5d07d7b16550,1006626,CH_BGer_008_8C-197-2020_2020-05-11,8C_197/2020,,,,,  person,,,,,
1c538e12-b624-4f8d-a524-e4a4aadb8f09,1054313,CH_BGer_008_8C-714-2018_2019-03-05,8C_714/2018,,,,,  person,,,,,
1c538e12-b624-4f8d-a524-e4a4aadb8f09,1054313,CH_BGer_008_8C-714-2018_2019-03-05,8C_714/2018,,,,,  person,,,,,
1c538e12-b624-4f8d-a524-e4a4aadb8f09,1054313,CH_BGer_008_8C-714-2018_2019-03-05,8C_714/2018,,,,,  person,,,,,
1c538e12-b624-4f8d-a524-e4a4aadb8f09,1054313,CH_BGer_008_8C-714-2018_2019-03-05,8C_714/2018,,,,,  person,,,,,
1636af4c-67ba-4fd0-a257-7a83b89fe4cb,984814,CH_BGer_009_9C-601-2019_2020-01-07,9C_601/2019,,,,,  person,,,,,
1636af4c-67ba-4fd0-a257-7a83b89fe4cb,984814,CH_BGer_009_9C-601-2019_2020-01-07,9C_601/2019,,,,,  person,,,,,
1636af4c-67ba-4fd0-a257-7a83b89fe4cb,984814,CH_BGer_009_9C-601-2019_2020-01-07,9C_601/2019,,,,,  person,,,,,
1636af4c-67ba-4fd0-a257-7a83b89fe4cb,984814,CH_BGer_009_9C-601-2019_2020-01-07,9C_601/2019,,,,,  person,,,,,
8f2a8094-6246-4c4d-997e-9b66cf514c06,1098735,CH_BGer_005_5D-91-2020_2020-09-07,5D_91/2020,,,,,  person,,,,,
004adb30-d70b-4a23-ac9c-62ffb923cdd5,1072214,CH_BGer_006_6B-598-2021_2021-06-30,6B_598/2021,,,, ax,,,,,, Kiss
8fa177d9-0f32-49c8-a954-a3d8a5859f64,985587,CH_BGer_001_1C-303-2018_2019-04-15,1C_303/2018,,,,,  person,,,,,
004adb30-d70b-4a23-ac9c-62ffb923cdd5,1072214,CH_BGer_006_6B-598-2021_2021-06-30,6B_598/2021,,,, ax,,,,,, Kiss
8faf280a-9336-4c8d-9d24-3ec401241eb4,975802,CH_BGer_009_9C-570-2018_2019-02-18,9C_570/2018,,,,,  person,,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,,,  Martin,,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,,,  Martin,,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,,,  Martin,,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,,,  Martin,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
1bfe5f57-47f1-481d-9e34-963bc38e9871,1072255,CH_BGer_005_5D-128-2020_2020-07-08,5D_128/2020,,,,,  person,,,,,
0046952f-3a45-4834-977d-18d036dd50d7,1051637,CH_BGer_002_2C-671-2020_2021-03-16,2C_671/2020,,,,,  person,,,,,
8f260c83-d2c7-4001-b37b-5e3b6113ec68,983872,CH_BGer_006_6B-520-2018_2019-04-03,6B_520/2018,,,,,  person,,,,,
1c5aac69-4907-4052-852b-505a22c34d00,1098478,CH_BGer_001_1C-71-2019_2020-04-16,1C_71/2019,,,,,  person,,,,,
923355cf-90f0-4381-8c37-39314904b92a,1012064,CH_BGer_008_8C-188-2020_2020-05-05,8C_188/2020,,,,,  person,,,,,
1c5aac69-4907-4052-852b-505a22c34d00,1098478,CH_BGer_001_1C-71-2019_2020-04-16,1C_71/2019,,,,,  person,,,,,
15e69ea8-fcc4-472e-ba7b-cecee5b5fe6b,952575,CH_BGer_001_1B-168-2022_2022-04-12,1B_168/2022,,,,,  person,,,,,
8e9b40eb-0755-4b7c-b408-82ec9dda241c,1013892,CH_BGer_009_9C-293-2020_2021-07-01,9C_293/2020,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
1cad80e4-5130-4500-b44f-0c89583f1085,1056371,CH_BGer_011_6B-1019-2019_2019-10-03,6B_1019/2019,,,,,  person,,,,,
1cad80e4-5130-4500-b44f-0c89583f1085,1056371,CH_BGer_011_6B-1019-2019_2019-10-03,6B_1019/2019,,,,,  person,,,,,
1cad80e4-5130-4500-b44f-0c89583f1085,1056371,CH_BGer_011_6B-1019-2019_2019-10-03,6B_1019/2019,,,,,  person,,,,,
1cad80e4-5130-4500-b44f-0c89583f1085,1056371,CH_BGer_011_6B-1019-2019_2019-10-03,6B_1019/2019,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
00567530-dff2-4afb-b55a-bef84307d69f,970479,CH_BGer_005_5A-75-2021_2021-06-24,5A_75/2021,,,,,  person,,,,,
161538c4-4e84-4c0e-b2f3-40c5ce20a83a,1109788,CH_BGer_006_6B-1230-2021_2022-02-10,6B_1230/2021,,,,,  person,,,,,
161538c4-4e84-4c0e-b2f3-40c5ce20a83a,1109788,CH_BGer_006_6B-1230-2021_2022-02-10,6B_1230/2021,,,,,  person,,,,,
161538c4-4e84-4c0e-b2f3-40c5ce20a83a,1109788,CH_BGer_006_6B-1230-2021_2022-02-10,6B_1230/2021,,,,,  person,,,,,
161538c4-4e84-4c0e-b2f3-40c5ce20a83a,1109788,CH_BGer_006_6B-1230-2021_2022-02-10,6B_1230/2021,,,,,  person,,,,,
1ca09a06-fff4-493c-8b09-c1c4e67b3168,1065824,CH_BGer_001_1C-178-2021_2022-03-03,1C_178/2021,,,,,  person,,,,,
1ca09a06-fff4-493c-8b09-c1c4e67b3168,1065824,CH_BGer_001_1C-178-2021_2022-03-03,1C_178/2021,,,,,  person,,,,,
1ca09a06-fff4-493c-8b09-c1c4e67b3168,1065824,CH_BGer_001_1C-178-2021_2022-03-03,1C_178/2021,,,,,  person,,,,,
1ca09a06-fff4-493c-8b09-c1c4e67b3168,1065824,CH_BGer_001_1C-178-2021_2022-03-03,1C_178/2021,,,,,  person,,,,,
1c85dfd7-2e53-4dbc-a12e-15e4bd28cbd6,1037321,CH_BGer_006_6B-300-2020_2020-08-21,6B_300/2020,,,,,  person,,,,,
1c85dfd7-2e53-4dbc-a12e-15e4bd28cbd6,1037321,CH_BGer_006_6B-300-2020_2020-08-21,6B_300/2020,,,,,  person,,,,,
1c5aac69-4907-4052-852b-505a22c34d00,1098478,CH_BGer_001_1C-71-2019_2020-04-16,1C_71/2019,,,,,  person,,,,,
1c5aac69-4907-4052-852b-505a22c34d00,1098478,CH_BGer_001_1C-71-2019_2020-04-16,1C_71/2019,,,,,  person,,,,,
1bfe5f57-47f1-481d-9e34-963bc38e9871,1072255,CH_BGer_005_5D-128-2020_2020-07-08,5D_128/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,,,  Aubert,,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,,,  Aubert,,,,,
1b9374ea-2c6b-441a-93ce-8faa9cd53dd2,963567,CH_BGer_001_1B-244-2020_2021-05-12,1B_244/2020,,,,,  person,,,,,
16c0b4f1-0caa-40d2-a068-1449ecbd59c2,1005808,CH_BGer_008_8C-748-2018_2019-03-22,8C_748/2018,,,,,  person,,,,,
16c0b4f1-0caa-40d2-a068-1449ecbd59c2,1005808,CH_BGer_008_8C-748-2018_2019-03-22,8C_748/2018,,,,,  person,,,,,
16c0b4f1-0caa-40d2-a068-1449ecbd59c2,1005808,CH_BGer_008_8C-748-2018_2019-03-22,8C_748/2018,,,,,  person,,,,,
16c0b4f1-0caa-40d2-a068-1449ecbd59c2,1005808,CH_BGer_008_8C-748-2018_2019-03-22,8C_748/2018,,,,,  person,,,,,
1b85e33c-5e9d-4751-a1a0-046b5e8f1680,977742,CH_BGer_002_2C-997-2020_2021-04-23,2C_997/2020,,,,,  person,,,,,
1b85e33c-5e9d-4751-a1a0-046b5e8f1680,977742,CH_BGer_002_2C-997-2020_2021-04-23,2C_997/2020,,,,,  person,,,,,
919fee7b-e8bc-4732-9993-621bdc97c57e,1106088,CH_BGer_008_8C-559-2020_2020-10-13,8C_559/2020,,,,,  person,,,,,
91a6043f-c6ff-40f1-b67e-40b5bdb627b5,966666,CH_BGer_001_1B-293-2019_2019-09-10,1B_293/2019,,,,,  person,,,,,
920cb8e7-90ab-45b8-ac22-45c7f0b47307,1037434,CH_BGer_009_9C-669-2019_2020-04-07,9C_669/2019,,,,,  person,,,,,
1b54540f-f32b-45c7-8dc1-3d891ac0a73b,969121,CH_BGer_004_4A-542-2020_2021-03-03,4A_542/2020,,,,,  person,,,,,
1b54540f-f32b-45c7-8dc1-3d891ac0a73b,969121,CH_BGer_004_4A-542-2020_2021-03-03,4A_542/2020,,,,,  person,,,,,
1b54540f-f32b-45c7-8dc1-3d891ac0a73b,969121,CH_BGer_004_4A-542-2020_2021-03-03,4A_542/2020,,,,,  person,,,,,
1b54540f-f32b-45c7-8dc1-3d891ac0a73b,969121,CH_BGer_004_4A-542-2020_2021-03-03,4A_542/2020,,,,,  person,,,,,
92124c72-d37e-48d9-ab8b-56abd328b90f,997764,CH_BGer_009_9C-112-2020_2020-09-04,9C_112/2020,,,,,  person,,,,,
16e2a989-2cc9-418a-8b4f-58fde970cd3c,1011025,CH_BGer_002_2C-748-2018_2020-02-20,2C_748/2018,,,,,  person,,,,,
16e2a989-2cc9-418a-8b4f-58fde970cd3c,1011025,CH_BGer_002_2C-748-2018_2020-02-20,2C_748/2018,,,,,  person,,,,,
16e2a989-2cc9-418a-8b4f-58fde970cd3c,1011025,CH_BGer_002_2C-748-2018_2020-02-20,2C_748/2018,,,,,  person,,,,,
16e2a989-2cc9-418a-8b4f-58fde970cd3c,1011025,CH_BGer_002_2C-748-2018_2020-02-20,2C_748/2018,,,,,  person,,,,,
16e7ee7a-4020-41bf-8470-2ea52fd993c3,1089315,CH_BGer_009_9C-311-2019_2019-12-10,9C_311/2019,,,,,  person,,,,,
16e7ee7a-4020-41bf-8470-2ea52fd993c3,1089315,CH_BGer_009_9C-311-2019_2019-12-10,9C_311/2019,,,,,  person,,,,,
16e7ee7a-4020-41bf-8470-2ea52fd993c3,1089315,CH_BGer_009_9C-311-2019_2019-12-10,9C_311/2019,,,,,  person,,,,,
16e7ee7a-4020-41bf-8470-2ea52fd993c3,1089315,CH_BGer_009_9C-311-2019_2019-12-10,9C_311/2019,,,,,  person,,,,,
16ed1531-622e-4561-adca-a0d997dc76b2,1094941,CH_BGer_009_9C-763-2019_2020-08-17,9C_763/2019,,,,,  person,,,,,
16ed1531-622e-4561-adca-a0d997dc76b2,1094941,CH_BGer_009_9C-763-2019_2020-08-17,9C_763/2019,,,,,  person,,,,,
16ed1531-622e-4561-adca-a0d997dc76b2,1094941,CH_BGer_009_9C-763-2019_2020-08-17,9C_763/2019,,,,,  person,,,,,
16ed1531-622e-4561-adca-a0d997dc76b2,1094941,CH_BGer_009_9C-763-2019_2020-08-17,9C_763/2019,,,,,  person,,,,,
1b9374ea-2c6b-441a-93ce-8faa9cd53dd2,963567,CH_BGer_001_1B-244-2020_2021-05-12,1B_244/2020,,,,,  person,,,,,
16ab163a-04c9-4cd3-9cc5-4ebc240c6710,979928,CH_BGer_008_8C-321-2019_2019-09-24,8C_321/2019,,,,,  person,,,,,
16ab163a-04c9-4cd3-9cc5-4ebc240c6710,979928,CH_BGer_008_8C-321-2019_2019-09-24,8C_321/2019,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,,,  Aubert,,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,,,  Aubert,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
166ca5f6-9863-4910-a291-04c4eeaf3362,1030068,CH_BGer_011_6B-614-2019_2019-12-03,6B_614/2019,,,,,  person,,,,,
166ca5f6-9863-4910-a291-04c4eeaf3362,1030068,CH_BGer_011_6B-614-2019_2019-12-03,6B_614/2019,,,,,  person,,,,,
166ca5f6-9863-4910-a291-04c4eeaf3362,1030068,CH_BGer_011_6B-614-2019_2019-12-03,6B_614/2019,,,,,  person,,,,,
166ca5f6-9863-4910-a291-04c4eeaf3362,1030068,CH_BGer_011_6B-614-2019_2019-12-03,6B_614/2019,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
003c2a57-e93c-431c-9083-fb5c9c1a4f7b,1007590,CH_BGer_006_6B-311-2020_2020-10-12,6B_311/2020,,,,,  person,,,,,
16ab163a-04c9-4cd3-9cc5-4ebc240c6710,979928,CH_BGer_008_8C-321-2019_2019-09-24,8C_321/2019,,,,,  person,,,,,
