page_id,file_id,file_name,file_number,swiss_bert-0b110,legal_swiss_roberta-0b561,legal_swiss_longformer-0b279,legal_xlm_longformer-0b279,xlm_swiss_bert-0b110,legal_xlm_roberta-0b561,mt0-13b
7a543ead-3bea-44a1-9785-f13bc41404c9,1003459,CH_BGer_005_5A-1005-2019_2019-12-16,5A_1005/2019,,,,,, b c,
902f0ba2-2fbf-441b-85b6-7ebcfd4fc758,976644,CH_BGer_005_5D-3-2019_2019-01-04,5D_3/2019,,, y b,,,,
123f2cf1-fdbc-4276-893c-1ce1facfc878,965428,CH_BGer_001_1C-560-2019_2019-11-01,1C_560/2019,,, y b,,,,
7670148d-a10f-413e-92cb-66a322163911,999576,CH_BGer_011_6B-703-2019_2019-07-02,6B_703/2019,, a z,,,,,
65ebcc7d-b512-4649-80b0-ef086c9c98ae,1097835,CH_BGer_001_1C-426-2019_2019-08-29,1C_426/2019,,,,, Zug,,
80c2761c-05a1-4fca-b2d8-4e675c88848e,1006096,CH_BGer_002_2D-25-2019_2019-06-13,2D_25/2019,,,, y b,,,
27331af8-7daa-4ca6-aa8e-7ac7523a8923,1005293,CH_BGer_005_5A-14-2018_2019-03-11,5A_14/2018,,,,,, e c,
8d1e4ae9-4ab4-4361-a2f2-477432882518,1015588,CH_BGer_009_9C-452-2018_2019-01-25,9C_452/2018,,,,,, b c,
0a27d97c-8a3c-4613-ad33-b1bd9f17a703,999783,CH_BGer_005_5D-89-2019_2019-04-11,5D_89/2019,,,,, Bau,,
26f0f57e-423e-4154-bd5c-c25e7c717330,976122,CH_BGer_011_6B-975-2019_2019-09-30,6B_975/2019,,,,, Zug,,
8bd779eb-b3c9-4161-9bfe-6fd5ec87a023,1046742,CH_BGer_001_1C-586-2018_2019-05-15,1C_586/2018,,,, b c,,,
68ceb27a-ae99-41fb-96e3-32bf33136499,962254,CH_BGer_011_6B-1191-2019_2019-12-04,6B_1191/2019,,,,, von,,
31fc9019-f99f-48c2-b23f-7921b582a6da,1000863,CH_BGer_006_6B-153-2019_2019-03-06,6B_153/2019,,,,,, y b,
8b559e55-3a2d-497a-bb6b-36d89874c828,1047417,CH_BGer_009_9F-15-2019_2019-09-16,9F_15/2019,,,,,, y b,
5483d17e-7218-4500-b28d-517b93b91333,1052582,CH_BGer_008_8C-361-2018_2019-04-30,8C_361/2018,,,, y b,,,
080e9da3-13ac-4850-ade7-8c98309ae428,967753,CH_BGer_005_5A-36-2019_2019-01-16,5A_36/2019, A a,,,,,,
56d7cfaa-2fe1-4f13-9a9b-0cc46c39f7e6,1041921,CH_BGer_004_4A-17-2019_2019-09-06,4A_17/2019,,,,,, b c,
36491f9c-97a8-4090-a776-32c5920293a5,1080342,CH_BGer_004_4A-37-2019_2019-04-30,4A_37/2019,,,,, J A,,
205f01fa-3d0f-45ce-9818-ff2ea7fe8662,1063251,CH_BGer_011_6B-35-2019_2019-02-11,6B_35/2019,,,,,, y b,
2162c0ba-31d9-41f4-a5cd-a652f5079c1d,1045693,CH_BGer_011_6B-414-2019_2019-04-05,6B_414/2019,,,,, ME,,
3a4a4195-8b87-45ca-b28e-71fc9d2ff9c1,982693,CH_BGer_005_5A-340-2019_2019-05-02,5A_340/2019,,,,,, aa,
1c1193d4-e1cf-4543-b2a6-6511894eaa1c,1068209,CH_BGer_009_9C-615-2018_2019-01-24,9C_615/2018,,,,,, aa,
3e8f5b51-5de5-4f5e-9563-9f8e65ebf108,1096475,CH_BGer_005_5D-212-2019_2019-11-18,5D_212/2019,,,,,, aa,
35734148-6d45-4a74-a05b-96db52eec6c0,1078118,CH_BGer_002_2C-796-2019_2019-09-19,2C_796/2019,,,,,, aa,
633e14ff-7cc1-41bf-9ecf-2cf35c85424d,962286,CH_BGer_008_8F-8-2018_2019-01-07,8F_8/2018,,,,,, aa,
16053c7b-1a8a-4286-a747-a59d068746d3,1031115,CH_BGer_002_2C-18-2019_2019-01-09,2C_18/2019,,,,,, xc,
3cbfb853-34e6-4b32-a704-0155e093ddd8,1068123,CH_BGer_005_5F-24-2018_2019-07-01,5F_24/2018,,,,,, aa,
1e24de1f-f0c0-431b-adb7-82e9fd663095,987033,CH_BGer_009_9C-341-2019_2019-09-05,9C_341/2019,,,,,, aa,
7c452f48-5618-4dc8-b848-ce12d018cffc,1013939,CH_BGer_005_5A-219-2019_2019-03-19,5A_219/2019,,,,,, aa,
7583309e-8a4d-438b-99fd-3d6096c70e98,1111436,CH_BGer_009_9C-60-2019_2019-03-08,9C_60/2019,,,,,, aa,
76533690-8da9-4f99-9f35-7836dc7892fa,1106002,CH_BGer_009_9C-412-2019_2019-09-17,9C_412/2019,,,,,, aa,
365c5566-cc3b-4d78-820f-0704b34bd690,999392,CH_BGer_002_2C-131-2019_2019-08-27,2C_131/2019, AG,,,,,,
7d195181-ff96-41b7-9713-89f79b6b6fba,1045216,CH_BGer_004_4A-424-2019_2019-10-31,4A_424/2019,,,,,, aa,
3d27b8fc-6a32-4a8f-8c47-4fc67dea0727,966951,CH_BGer_005_5A-918-2018_2019-10-17,5A_918/2018,,,,,, aa,
1459e7a6-ed63-4ff1-a96b-405ea107ce78,953437,CH_BGer_001_1C-374-2019_2019-07-12,1C_374/2019,,,,,,, Ag
5c39f053-c77b-46eb-975c-7bbbe6c9f7f5,1049040,CH_BGer_001_1B-173-2019_2019-04-15,1B_173/2019,,,,,, aa,
60f92fb5-8553-4f3a-b0bb-967402389fec,1098834,CH_BGer_004_4A-77-2019_2019-05-07,4A_77/2019,,,,, DB,,
225d5120-2c32-4b2b-90a8-1f36e8ad1b8d,963436,CH_BGer_009_9C-339-2019_2019-09-11,9C_339/2019,,,,,, aa,
60b690dd-2f89-407a-8d78-6bec245ddcf6,1110104,CH_BGer_005_5A-636-2019_2019-10-11,5A_636/2019,,,,,, aa,
1443e8dc-dbf9-4374-9150-0d68e230c6b3,987682,CH_BGer_009_9C-832-2018_2019-02-27,9C_832/2018,,,,,, aa,
17f56feb-e4be-4cd9-9b24-5803087081e7,977367,CH_BGer_004_4A-373-2018_2019-03-13,4A_373/2018,,,,,, aa,
5ff89c20-dc78-4fcb-9d6c-dcc3c51f173d,1042124,CH_BGer_004_4A-568-2019_2019-12-10,4A_568/2019,,,,,, aa,
2c6e4c06-82b7-438a-a0b8-68449ca66def,1079330,CH_BGer_005_5D-50-2019_2019-03-05,5D_50/2019,,,,,, aa,
85227513-114a-4ada-bd48-04745748129b,1066299,CH_BGer_008_8C-878-2018_2019-08-21,8C_878/2018,,,,, CS,,
4ab6990c-ab85-4e68-9983-a8a0fa75eab4,1005435,CH_BGer_008_8C-368-2018_2019-03-28,8C_368/2018,,,,,, aa,
2d4d4cc6-56a0-49f8-8bf3-6337c2e7141d,1109598,CH_BGer_006_6B-396-2019_2019-04-05,6B_396/2019,,,,,, aa,
6e61550d-0217-4eea-9536-0cedf1f7d8f0,1096710,CH_BGer_004_4A-121-2019_2019-03-21,4A_121/2019,,,,,, aa,
89d8640f-0ed8-4d5c-aedf-7012cda793f5,1009723,CH_BGer_005_5A-768-2018_2019-01-10,5A_768/2018,,,,,, aa,
0297b6b9-66b8-4bab-a6ed-f0fd551059a8,1017079,CH_BGer_001_1B-468-2019_2019-10-09,1B_468/2019,, ax,,,,,
940618c5-5284-4a69-afcc-1ddd9a598a6e,989868,CH_BGer_009_9C-174-2019_2019-05-01,9C_174/2019,,,,,, aa,
26575b72-abdb-44f2-9b98-d2e6b08381ec,1039711,CH_BGer_005_5D-214-2018_2019-01-03,5D_214/2018,,,,,, aa,
26fc4293-2c5f-4c40-9325-d5b05288f8d6,1076044,CH_BGer_011_6B-865-2018_2019-11-14,6B_865/2018,,,,,, aa,
457da64b-51dc-43b3-970c-8c0d555aef92,975796,CH_BGer_004_4A-561-2019_2019-12-11,4A_561/2019,,,,,, aa,
043249f5-23e8-4718-972f-d6aabb6d3042,1024158,CH_BGer_011_6F-27-2019_2019-07-11,6F_27/2019,,,,,, aa,
3174ba6d-727f-47d9-a976-0ef3cd84b8a7,1062761,CH_BGer_009_9C-395-2019_2019-09-24,9C_395/2019,,,,,, aa,
2771c91d-4f5b-4916-96a7-ec60a698ca66,1039725,CH_BGer_009_9C-139-2019_2019-04-09,9C_139/2019,,,,,, aa,
6b20881f-40eb-467e-b989-2d80f17f6e0c,1101119,CH_BGer_006_6B-304-2019_2019-05-22,6B_304/2019,,,,,, aa,
57b88808-a672-4719-9998-a9907b7598f6,1025979,CH_BGer_001_1C-189-2018_2019-02-06,1C_189/2018,,,,,, aa,
4611db4e-815e-45f8-9ec8-2f996800feac,1010192,CH_BGer_009_9C-425-2019_2019-09-10,9C_425/2019,,,,, AG,,
69985058-277f-49e5-b5b2-a41d8c9f0e25,1073705,CH_BGer_001_1C-439-2019_2019-10-04,1C_439/2019,,,,,, aa,
05013c45-cf81-42cb-a538-64f5d909ec0b,1071600,CH_BGer_008_8C-754-2018_2019-03-07,8C_754/2018,,,,,, aa,
2879a8eb-240e-465b-be0f-3e58468971e4,977290,CH_BGer_001_1C-657-2019_2019-12-20,1C_657/2019,,,,,, aa,
6a081766-8ad5-4946-a0dc-1ed3cee99476,1110067,CH_BGer_002_2C-487-2019_2019-06-11,2C_487/2019,,,,,, aa,
401a90cf-3125-4728-addf-833b24d326ce,998888,CH_BGer_002_2C-938-2019_2019-11-12,2C_938/2019,,,,,, aa,
8f90d9cc-a8ae-49b8-bf52-bc7f460bbe50,1002081,CH_BGer_001_1C-77-2018_2019-01-07,1C_77/2018,,,,,, aa,
079d559f-281d-48af-b417-6c22dd92bdcf,1084245,CH_BGer_009_9C-205-2019_2019-04-12,9C_205/2019,,,,,, aa,
92731032-30de-4912-8490-08e5427a102b,1074092,CH_BGer_006_6B-1158-2019_2019-11-12,6B_1158/2019,,,,,, aa,
300d0669-b786-4e10-8c30-7cfb44de38bd,1013394,CH_BGer_005_5D-73-2019_2019-04-01,5D_73/2019,,,,,, aa,
06899cb2-a8a8-4e53-9027-06f00ec5a2f3,1083076,CH_BGer_001_1B-154-2019_2019-04-15,1B_154/2019,,,,,, aa,
43a298bd-2526-4453-acc6-bce4de2ff7d1,1092609,CH_BGer_005_5D-195-2019_2019-10-17,5D_195/2019,,,,,, aa,
0ccb4805-e0a9-44df-b9ca-1bde5f219c80,995294,CH_BGer_004_4D-54-2019_2019-09-25,4D_54/2019,,,,, JP,,
528cc25e-fdb9-49dc-b3f1-d92da8c2d677,1080280,CH_BGer_005_5D-196-2019_2019-10-17,5D_196/2019,,,,,, aa,
4c45a986-99ef-4aaa-8c4a-cff6256272d6,1025418,CH_BGer_004_4A-532-2018_2019-12-16,4A_532/2018,,,,,, aa,
87020027-38b7-4823-be44-e761566b3589,1085636,CH_BGer_005_5A-946-2019_2019-11-26,5A_946/2019,,,,,, aa,
3409358d-6df1-4f24-98ff-c4d77b358e6a,1042406,CH_BGer_009_9C-570-2019_2019-10-07,9C_570/2019,,,,,, aa,
94a8c05b-cac7-4872-9630-03b1eebc1f89,1099269,CH_BGer_004_4A-119-2019_2019-05-02,4A_119/2019,,,,,, aa,
87426cc6-afc3-40cf-b8c8-ff0f3de873aa,992603,CH_BGer_005_5D-215-2018_2019-01-03,5D_215/2018,,,,,, aa,
2ce74303-0552-44f4-be81-37a6cdf93282,980759,CH_BGer_008_8C-821-2018_2019-06-18,8C_821/2018,,,,,, aa,
9622224b-e63d-48a2-94a4-a31b46999aa9,952720,CH_BGer_004_4A-366-2019_2019-09-02,4A_366/2019,,,,,, aa,
87af6448-08d8-428e-bbab-41f7ac296aa4,1025535,CH_BGer_008_8C-631-2019_2019-12-18,8C_631/2019,,,,,, aa,
87e65a20-0863-491b-9355-9ddbccfb795e,1107216,CH_BGer_009_9C-322-2019_2019-07-12,9C_322/2019,,,,,, aa,
00a4d569-7f97-495e-8651-d0d2e20b713b,1008809,CH_BGer_005_5A-864-2019_2019-11-01,5A_864/2019,,,,,, aa,
5a30d2dc-66ca-4608-902d-00ec476763c6,956276,CH_BGer_001_1C-549-2018_2019-01-10,1C_549/2018,,,,,, aa,
431a24a3-5b8e-4a5c-adfa-f83f5ed95b22,987947,CH_BGer_009_9C-450-2019_2019-11-14,9C_450/2019,,,,,, aa,
885273d8-0e91-4649-94bf-88478e15093a,1047495,CH_BGer_004_4A-153-2019_2019-04-16,4A_153/2019,,,,,, aa,
6cc54892-c7fd-4000-aca4-a5f19b433962,1086120,CH_BGer_006_6B-1117-2019_2019-10-28,6B_1117/2019,,,,,,,
6aae3430-3d25-4417-97c6-59ef6529b04d,956374,CH_BGer_005_5A-30-2019_2019-05-08,5A_30/2019,,,,,,,
6523155b-f53b-4195-bce4-f1a62a95537b,1115183,CH_BGer_001_1B-280-2019_2019-11-06,1B_280/2019,,,,,,,
6556e8b7-76b8-4693-a790-6e2bae5cc762,986335,CH_BGer_002_2C-484-2018_2019-08-19,2C_484/2018,,,,,,,
6caaa653-0661-4ba8-9a50-36a75080dd11,971776,CH_BGer_008_8D-3-2018_2019-02-21,8D_3/2018,,,,,,,
65465467-4014-4f82-80ca-6e244ba89583,1076217,CH_BGer_004_4A-68-2019_2019-04-24,4A_68/2019,,,,,,,
652c6612-adb8-4b65-b892-08cc13d72761,1005335,CH_BGer_011_6B-88-2019_2019-03-25,6B_88/2019,,,,,,,
642b3d2d-20c9-40b0-b53f-4b516a79507d,1037444,CH_BGer_008_8C-118-2019_2019-08-05,8C_118/2019,,,,,,,
6cf008c6-08d0-4aaa-8d14-da6541390d16,1065574,CH_BGer_009_9C-12-2019_2019-09-24,9C_12/2019,,,,,,,
63ef463b-e5a9-4b8b-aae5-bbd3d7af4986,951321,CH_BGer_009_9C-208-2019_2019-04-01,9C_208/2019,,,,,,,
6cb7021d-27d6-42f5-b3a8-c9be04d051c2,1062425,CH_BGer_001_1B-83-2019_2019-03-11,1B_83/2019,,,,,,,
6af63267-c883-46bb-b3be-3eb5756c1dca,1112606,CH_BGer_004_4A-116-2018_2019-03-28,4A_116/2018,,,,,,,
6516f0c8-b04f-43b1-99d0-a995933e2424,1055610,CH_BGer_009_9C-10-2019_2019-04-29,9C_10/2019,,,,,,,
6b09a866-faf8-459e-b014-333e98d5b16c,989455,CH_BGer_009_9F-16-2019_2019-08-27,9F_16/2019,,,,,,,
6ab2b2dd-1a9e-4336-929f-e5ebb875da0a,1109060,CH_BGer_004_4A-338-2019_2019-09-03,4A_338/2019,,,,,,,
6bf9c481-ad5c-4663-b318-dd2db15ba00d,1061707,CH_BGer_009_9C-45-2019_2019-02-01,9C_45/2019,,,,,,,
64fccc93-a5ee-4b67-8f43-b79c22d14136,1012752,CH_BGer_005_5A-396-2019_2019-09-11,5A_396/2019,,,,,,,
6c959fbf-c23c-4fb5-b150-ec6a49cfa8fc,1089615,CH_BGer_008_8C-500-2019_2019-08-14,8C_500/2019,,,,,,,
6bf33a2e-2e96-42b6-a050-2c38e94824ad,976685,CH_BGer_008_8C-39-2019_2019-07-10,8C_39/2019,,,,,,,
6c23c327-e3ad-4b11-9340-ee10b402b3dd,1065810,CH_BGer_005_5D-54-2019_2019-11-20,5D_54/2019,,,,,,,
6bcd9d14-f595-4c96-9450-8a487bb02adf,1071071,CH_BGer_004_4D-55-2019_2019-09-24,4D_55/2019,,,,,,,
6bb7b8f2-d2d5-47c4-8892-fdadaa54ea25,1084109,CH_BGer_011_6B-217-2019_2019-04-04,6B_217/2019,,,,,,,
6c293204-33ee-4535-931c-c4e0f3715343,1007148,CH_BGer_004_4A-71-2019_2019-10-08,4A_71/2019,,,,,,,
646d631d-6ad4-4b6b-bdf6-68fcd7565889,960653,CH_BGer_009_9C-67-2019_2019-06-13,9C_67/2019,,,,,,,
6a99d8a1-8e30-4646-84fe-49993bf595d8,1024408,CH_BGer_001_1C-567-2019_2019-11-06,1C_567/2019,,,,,,,
64d28097-2eed-4b78-9087-e9b91c166694,1086351,CH_BGer_005_5A-417-2019_2019-05-22,5A_417/2019,,,,,,,
6b9d2a9d-724d-43e3-a94b-ca1877911c8e,1070675,CH_BGer_002_2C-6-2019_2019-01-07,2C_6/2019,,,,,,,
6b86e0c3-fe83-49fa-b03e-de9c7cfdeefe,1087564,CH_BGer_006_6B-392-2019_2019-03-29,6B_392/2019,,,,,,,
6b7a6cf7-99ff-4084-b277-a8295462d5c7,1059686,CH_BGer_005_5A-104-2019_2019-12-13,5A_104/2019,,,,,,,
6b49f552-dd7f-499a-aad9-90973a091de6,981052,CH_BGer_005_5A-493-2019_2019-12-09,5A_493/2019,,,,,,,
6c541cf7-3549-443d-9190-f4de2d9837ab,967736,CH_BGer_001_1C-577-2018_2019-04-09,1C_577/2018,,,,,,,
64eab0b9-b442-44ec-a540-c7bdeb201e3b,1023593,CH_BGer_004_4A-101-2019_2019-03-12,4A_101/2019,,,,,,,
6c64e32b-7cb0-4c7d-8003-78f887cab6bb,1015255,CH_BGer_009_9C-869-2018_2019-03-14,9C_869/2018,,,,,,,
6b46f4cc-8617-4f46-8c08-94b3c6cffd3d,955059,CH_BGer_004_4A-575-2018_2019-03-12,4A_575/2018,,,,,,,
65c1e289-374c-4475-9908-3b7f887ad5cd,986809,CH_BGer_008_8C-322-2019_2019-11-11,8C_322/2019,,,,,,,
656be2a7-4dd2-4c90-83c8-784b58d87c3c,954017,CH_BGer_008_8C-860-2018_2019-09-06,8C_860/2018,,,,,,,
6a7c0a0d-9e58-476a-9f39-40f44cd65ee1,1050045,CH_BGer_001_1C-127-2019_2019-04-02,1C_127/2019,,,,,,,
664825cd-49ec-4f88-bbc4-26746b55f2d3,963897,CH_BGer_005_5A-545-2019_2019-09-13,5A_545/2019,,,,,,,
684c11b1-f15a-481b-bbf8-fbb927c72fbc,1105453,CH_BGer_001_1B-58-2019_2019-02-11,1B_58/2019,,,,,,,
683b5e25-7df7-4f6a-a069-d14318df3aff,1037546,CH_BGer_011_6B-1112-2019_2019-10-28,6B_1112/2019,,,,,,,
68016279-94b8-4e03-b8dd-72ed41cbaea5,1066275,CH_BGer_011_6B-1228-2018_2019-03-04,6B_1228/2018,,,,,,,
63a24913-a1f9-4be9-ac90-5f1f7f7a6268,966780,CH_BGer_005_5A-977-2018_2019-08-22,5A_977/2018,,,,,,,
67b2b07e-f946-4de9-990f-c0f96c9b420b,1032410,CH_BGer_008_8C-140-2019_2019-05-23,8C_140/2019,,,,,,,
67a6cee5-bc81-4652-901a-73aac731b551,1107813,CH_BGer_009_9C-441-2019_2019-10-28,9C_441/2019,,,,,,,
679d32b2-16e3-4d6d-ba8c-935882e64237,1078255,CH_BGer_005_5A-448-2019_2019-06-04,5A_448/2019,,,,,,,
6651b4ad-a217-4f8a-8bd3-d4e9ddde2d88,1049946,CH_BGer_005_5A-1045-2018_2019-04-12,5A_1045/2018,,,,,,,
678974ff-bdfb-4c91-9364-6fd3428b6899,956264,CH_BGer_001_1B-52-2019_2019-05-01,1B_52/2019,,,,,,,
6775c47f-352f-40a9-99cc-c869607ca0de,1086105,CH_BGer_002_2C-253-2019_2019-03-18,2C_253/2019,,,,,,,
675eeed3-07ae-4a54-b042-ab40d1ecfbf3,964855,CH_BGer_006_6B-1152-2019_2019-11-04,6B_1152/2019,,,,,,,
66724af6-5ee7-4d18-89e6-2cded7afdcde,1100799,CH_BGer_004_4D-7-2019_2019-02-27,4D_7/2019,,,,,,,
674496bb-3376-4477-9606-b1d15ab09494,984327,CH_BGer_001_1B-273-2019_2019-12-03,1B_273/2019,,,,,,,
6697fd7a-8593-49d0-9fa2-93514ad44288,1083691,CH_BGer_006_6B-1106-2018_2019-06-24,6B_1106/2018,,,,,,,
6743e1d7-84a9-48f2-9b44-7fc0169cee8b,954207,CH_BGer_001_1B-397-2019_2019-08-20,1B_397/2019,,,,,,,
6731fb07-d7d4-44b1-8544-2d6d2d08a879,1079065,CH_BGer_005_5A-940-2018_2019-08-23,5A_940/2018,,,,,,,
672773ab-8683-4ca5-95d6-b04582f8a6cd,1067760,CH_BGer_008_8C-361-2019_2019-09-11,8C_361/2019,,,,,,,
66ed5854-4163-44ec-b580-b9eeb7b6c621,1107340,CH_BGer_008_8C-434-2019_2019-10-08,8C_434/2019,,,,,,,
66d7065e-f1ae-4da0-9ced-34f987b05aed,1059717,CH_BGer_005_5A-356-2019_2019-05-03,5A_356/2019,,,,,,,
66d11c48-da88-4411-a6e5-9a3f037f4d4c,1098349,CH_BGer_002_2C-865-2018_2019-05-13,2C_865/2018,,,,,,,
6876d61d-6d4e-4d5e-9e7a-fe71abf9b442,980394,CH_BGer_004_4A-259-2019_2019-10-10,4A_259/2019,,,,,,,
6886bb6f-6b6a-41f1-93e9-5c892a0fd452,981892,CH_BGer_006_6B-1078-2019_2019-09-30,6B_1078/2019,,,,,,,
663001e2-dab7-47d7-85ba-39051b90da96,968006,CH_BGer_008_8C-855-2018_2019-03-14,8C_855/2018,,,,,,,
69d7085b-c1c6-44e5-899e-0415c62bd938,1011760,CH_BGer_001_1B-492-2018_2019-03-12,1B_492/2018,,,,,,,
6a6e02e0-e72f-4ddc-ba7c-035b87defb65,1110591,CH_BGer_001_1C-447-2018_2019-05-13,1C_447/2018,,,,,,,
6a43a52b-0024-4703-847e-74e2b8df30d5,1068729,CH_BGer_009_9C-626-2019_2019-11-26,9C_626/2019,,,,,,,
6a229b72-c1e2-498f-8624-8b8ac498c182,1098850,CH_BGer_001_1B-146-2019_2019-05-20,1B_146/2019,,,,,,,
65aba6f8-fac1-48d7-964b-c262a9fb8f1b,1006730,CH_BGer_009_9C-313-2018_2019-01-24,9C_313/2018,,,,,,,
6a12c223-fbb6-4f14-bb8c-4c2c20552069,1006439,CH_BGer_006_6B-420-2019_2019-05-17,6B_420/2019,,,,,,,
6a0d75c2-0f3f-4403-90c2-b6021c45d458,1010316,CH_BGer_002_2C-1034-2017_2019-05-16,2C_1034/2017,,,,,,,
6a01db41-616b-4328-af7a-f93e763e7f3c,1008639,CH_BGer_002_2C-905-2019_2019-10-29,2C_905/2019,,,,,,,
69eb73c3-b9f9-4576-8147-7773db041341,1100521,CH_BGer_001_1B-111-2019_2019-03-08,1B_111/2019,,,,,,,
65d2c197-63f9-490d-ba74-d49897227048,1004682,CH_BGer_002_2C-167-2019_2019-07-15,2C_167/2019,,,,,,,
69868a9c-d940-4322-a46a-23d224f1bcdc,1061102,CH_BGer_008_8C-418-2018_2019-07-12,8C_418/2018,,,,,,,
660bae0b-5193-408b-b82b-c936ffbc5263,1013054,CH_BGer_005_5A-820-2018_2019-01-17,5A_820/2018,,,,,,,
696f3def-5754-480f-8819-16e86624d72a,1068724,CH_BGer_002_2D-30-2019_2019-08-14,2D_30/2019,,,,,,,
65f99eb0-f1a7-448e-8d1a-ec6344b4e722,1013836,CH_BGer_004_4A-522-2018_2019-07-18,4A_522/2018,,,,,,,
694cff9f-3023-4439-b69a-b53602ed23a6,953232,CH_BGer_008_8C-478-2019_2019-10-07,8C_478/2019,,,,,,,
69143b4a-2e4b-43ab-a2ca-b1861aa0055b,951932,CH_BGer_002_2C-283-2019_2019-04-09,2C_283/2019,,,,,,,
65fefbe3-9b44-478d-8c38-4aa897d44281,971662,CH_BGer_004_4A-647-2018_2019-01-16,4A_647/2018,,,,,,,
68e9f957-ea80-4174-a98c-61ff75b72ddc,1024812,CH_BGer_002_2C-889-2018_2019-05-24,2C_889/2018,,,,,,,
68ae4b20-ef43-4e0a-a8db-2ccfbc8ba7f9,1016109,CH_BGer_001_1F-43-2019_2019-08-27,1F_43/2019,,,,,,,
68a1ebbd-d0fd-4327-9777-b606dda00af5,990599,CH_BGer_005_5A-225-2019_2019-03-18,5A_225/2019,,,,,,,
68967984-19fa-40e8-bc69-b37ada6cb5aa,1041405,CH_BGer_006_6B-1298-2019_2019-12-12,6B_1298/2019,,,,,,,
67e59414-808c-413a-8a06-65b9ddff88e5,1031972,CH_BGer_002_2C-854-2019_2019-10-15,2C_854/2019,,,,,,,
000c36a5-43af-4087-891e-20a793f22dc4,1044663,CH_BGer_001_1C-268-2018_2019-07-12,1C_268/2018,,,,,,,
63671608-14f4-4cc0-974e-78227ef7b448,1090514,CH_BGer_008_8C-135-2019_2019-07-08,8C_135/2019,,,,,,,
5521578c-84c6-41f8-af23-f7618f79544b,1017518,CH_BGer_005_5A-888-2018_2019-03-25,5A_888/2018,,,,,,,
54cff823-f796-4717-8973-fc9c10b1ad85,978905,CH_BGer_011_6B-1137-2019_2019-11-07,6B_1137/2019,,,,,,,
54ae41d6-e275-4494-bf86-940ec844b7d1,1015995,CH_BGer_009_9C-297-2019_2019-07-16,9C_297/2019,,,,,,,
549d245d-c8b0-4948-bc33-9e0f5dce3ea0,968235,CH_BGer_001_1B-187-2019_2019-04-29,1B_187/2019,,,,,,,
5494a679-f32d-4b92-aea1-8ec6a16edbe9,967204,CH_BGer_001_1B-25-2019_2019-06-07,1B_25/2019,,,,,,,
54802335-0d37-4f65-bd76-e2718f431bbe,999522,CH_BGer_001_1B-69-2019_2019-02-21,1B_69/2019,,,,,,,
5478693d-acf4-4756-a113-8f0ac9414dac,1005712,CH_BGer_004_4A-82-2019_2019-07-03,4A_82/2019,,,,,,,
545f3672-b804-436b-af6a-f45db1cb67dc,1098342,CH_BGer_002_2C-591-2019_2019-06-21,2C_591/2019,,,,,,,
5428f62f-442c-4fec-890c-b8eaf81816be,1032424,CH_BGer_005_5A-250-2019_2019-03-27,5A_250/2019,,,,,,,
54264463-2702-496d-a280-28fd8644aa20,956815,CH_BGer_006_6B-500-2018_2019-03-04,6B_500/2018,,,,,,,
540eb89c-210e-474f-a4b4-7c7b6c1ce9d9,1026362,CH_BGer_004_4A-640-2018_2019-03-11,4A_640/2018,,,,,,,
5403b04a-0e59-47ac-bf3b-3ff1ccc7fb6f,1077475,CH_BGer_002_2C-254-2018_2019-08-29,2C_254/2018,,,,,,,
53fb5c0d-307a-4b57-9982-1c6aec67e1b9,1032355,CH_BGer_004_4A-621-2018_2019-10-07,4A_621/2018,,,,,,,
53beb17c-f3a5-43ed-90c4-2bd1bcdf79ef,1084995,CH_BGer_002_2C-1066-2017_2019-09-19,2C_1066/2017,,,,,,,
53797bde-f962-4d0f-91da-5e49c1bbd38d,984774,CH_BGer_002_2C-696-2019_2019-09-11,2C_696/2019,,,,,,,
53411c78-24a8-40bb-8216-24638797fc81,1012657,CH_BGer_005_5D-90-2019_2019-04-11,5D_90/2019,,,,,,,
5336e431-25fc-4f16-8d97-6d7c62529b19,1031883,CH_BGer_004_4A-390-2018_2019-03-27,4A_390/2018,,,,,,,
5333a495-aa03-49a0-b935-1b52557a9a5a,1071953,CH_BGer_008_8C-740-2018_2019-02-05,8C_740/2018,,,,,,,
530099d8-b3f0-4ac8-a389-b28d55628179,1054705,CH_BGer_004_4A-4-2019_2019-05-07,4A_4/2019,,,,,,,
52e3ed01-459d-4755-9709-aacf78e90c11,996506,CH_BGer_002_2C-16-2018_2019-01-31,2C_16/2018,,,,,,,
54e7a53c-fa7b-4fb6-a4ae-09b371d83681,1003367,CH_BGer_001_1C-207-2019_2019-11-01,1C_207/2019,,,,,,,
553551d7-5d08-465f-af2d-1c74f34a8a8e,1095259,CH_BGer_001_1B-376-2019_2019-09-12,1B_376/2019,,,,,,,
5780cca3-ef0e-460a-a37d-1c1d577c1df0,1019323,CH_BGer_004_4A-658-2018_2019-03-15,4A_658/2018,,,,,,,
554e75aa-aceb-4674-b9da-9f4241c2459e,1064352,CH_BGer_006_6B-323-2019_2019-04-25,6B_323/2019,,,,,,,
571e13a1-b297-44a3-83dd-1108ddf635f3,973776,CH_BGer_002_2C-169-2019_2019-02-28,2C_169/2019,,,,,,,
5709b71f-1bce-4643-a431-988e54d5a81d,1103881,CH_BGer_005_5A-471-2019_2019-06-25,5A_471/2019,,,,,,,
